Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Monitoring biomass in two heterogeneous mountain pasture communities by image based 3D point cloud derived predictors,"Passalacqua, Nicodemo G.; Aiello, Simona; Bernardo, Liliana; Gargano, Domenico",,,,ECOLOGICAL INDICATORS,FEB 2021,2021,121,,,,,,,107126,10.1016/j.ecolind.2020.107126,,,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Using Microwave Profile Radar to Estimate Forest Canopy Leaf Area Index: Linking 3D Radiative Transfer Model and Forest Gap Model,"Du, Kai; Huang, Huaguo; Feng, Ziyi; Hakala, Teemu; Chen, Yuwei; Hyyppa, Juha",,,,REMOTE SENSING,JAN 2021,2021,13,2,,,,,,297,10.3390/rs13020297,,,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Bird alpha, beta and functional diversities across three peri-urban woodland stands along an anthropogenic disturbance gradient: is formal protection a guarantee for ecological integrity?","Otieno, Nickson Erick; Mutati, Alex",,,,GLOBAL ECOLOGY AND CONSERVATION,JAN 2021,2021,25,,,,,,,e01410,10.1016/j.gecco.2020.e01410,,,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Vertical distribution of soil free-living nematode in a playa habitat in the North-Western Negev desert, Israel","Hu, C.; Pen-Mouratov, S.; Steinberger, Y.",,,,HELMINTHOLOGIA,DEC 2020,2020,57,4,,,,361,375,,10.2478/helm-2020-0043,,,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Bryophyte diversity, life-forms, floristics and vertical distribution in a degraded karst sinkhole in Guizhou, China","Li, Chengyi; Zhang, Zhaohui; Wang, Zhihui; Wu, Qimei",,,,BRAZILIAN JOURNAL OF BOTANY,JUN 2020,2020,43,2,,,,303,313,,10.1007/s40415-020-00607-6,,,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Earthworm diversity, density and distribution under shifting (Jhum) cultivation in a tropical hilly terrain of Mizoram, North East India","Zodinpuii, B.; Lalthanzara, H.; Lainuntiuanga",,,,JOURNAL OF ENVIRONMENTAL BIOLOGY,SEP 2019,2019,40,5,,,,995,1002,,10.22438/jeb/40/5/MRN-1113,,,2,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Vertically stratified arthropod diversity in a Florida upland hardwood forest,"Chapin, Kenneth James; Smith, Kaitlyn Hanna",,,,FLORIDA ENTOMOLOGIST,APR 2019,2019,102,1,,,,211,215,,10.1653/024.102.0134,,,2,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Orb-web inclination in Uloboridae spiders: the role of microhabitat structure and prey capture,"Diniz, Suzana; Vasconcellos-Neto, Joao; Stefani, Vanessa",,,,ETHOLOGY ECOLOGY & EVOLUTION,2017,2017,29,5,,,,474,489,,10.1080/03949370.2016.1240109,,,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Changes of woody species diversity, horizontal and vertical distribution of stems across interior to outside within a primate rich habitat of Northeast India","Majumdar, Koushik; Choudhary, Bal Krishan; Datta, Badal Kumar",,,,JOURNAL OF FORESTRY RESEARCH,AUG 2016,2016,27,4,,,,787,798,,10.1007/s11676-016-0231-4,,,2,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Species distribution modelling for conservation planning in Victoria of Australia,"Liu, C.; White, M.; Newell, G.; Griffioen, P.",,,"Chan, F; Marinova, D; Anderssen, RS",19TH INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2011),2011,2011,,,,,,2247,2253,,,MSSANZ 19th Biennial Congress on Modelling and Simulation (MODSIM),"DEC 12-16, 2011",2,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Patterns of interspecific and intraspecific microhabitat segregation of two rodents <i>Praomys jacksoni</i> (De Winton 1897) and <i>Hylomyscus stella</i> (Thomas 1911) (Rodentia) in an African rainforest subjected to various levels of anthropogenic disturbance,"Mortelliti, A.; Boitani, L.",,,,TROPICAL ZOOLOGY,DEC 2007,2007,20,2,,,,163,186,,,,,2,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3D compact form as the key role in the cooling effect of greenspace landscape pattern,"Bai, Yujia; Wang, Kai; Ren, Yin; Li, Mei; Ji, Ranran; Wu, Xian; Yan, Han; Lin, Tao; Zhang, Guoqin; Zhou, Xinyu; Mei, Huifang; Ye, Hong",,,,ECOLOGICAL INDICATORS,MAR 2024,2024,160,,,,,,,111776,10.1016/j.ecolind.2024.111776,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Which metrics derived from airborne laser scanning are essential to measure the vertical profile of ecosystems?,"Kissling, W. Daniel; Shi, Yifang",,,,DIVERSITY AND DISTRIBUTIONS,OCT 2023,2023,29,10,,,,1315,1320,,10.1111/ddi.13760,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Disentangling mechanisms responsible for wind energy effects on European bats,"Leroux, Camille; Le Viol, Isabelle; Valet, Nicolas; Kerbiriou, Christian; Barre, Kevin",,,,JOURNAL OF ENVIRONMENTAL MANAGEMENT,NOV 15 2023,2023,346,,,,,,,118987,10.1016/j.jenvman.2023.118987,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Stratified activity: Vertical partitioning of the diel cycle by rainforest mammals in Borneo,"Haysom, Jessica K.; Deere, Nicolas J.; Mahyudin, Azniza; Struebig, Matthew J.",,,,BIOTROPICA,SEP 2023,2023,55,5,,,,991,1005,,10.1111/btp.13248,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Assessing canopy structure in Andean (agro)forests using 3D UAV remote sensing,"Bolivar-Santamaria, Sergio; Reu, Bjorn",,,,AGROFORESTRY SYSTEMS,,2023,,,,,,,,,10.1007/s10457-023-00865-9,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ten Principles for Bird-Friendly Forestry: Conservation Approaches in Natural Forests Used for Timber Production,"Arcilla, Nico; Strazds, Maris",,,,BIRDS,JUN 2023,2023,4,2,,,,245,261,,10.3390/birds4020021,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Limited Effect of Ground Floor Fogging on Mosquito Distribution in High-Rise Condominia,"Lee, Jin Min; Wasserman, Ryan J.; Wilson, Robyn F.; Cuthbert, Ross N.; Rahman, Sadequr; Yek, Sze Huei",,,,ECOHEALTH,MAR 2023,2023,20,1,,,,65,73,,10.1007/s10393-023-01629-8,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Geostatistical Analysis of the Spatial Variation of <i>Chrysolina aeruginosa</i> Larvae at Different Stages in Desert Ecosystems,"He, Zeshuai; Chen, Liangyue; Yang, Ying; Zhao, Fuqiang; Zhou, Chunmei; Zhang, Dazhi",,,,INSECTS,APR 2023,2023,14,4,,,,,,379,10.3390/insects14040379,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Patterns of coexistence between two mesocarnivores in presence of anthropogenic disturbances in Western Himalaya,"Bandyopadhyay, Meghna; Biswas, Suvankar; Dasgupta, Tryambak; Krishnamurthy, Ramesh",,,,ENVIRONMENTAL MONITORING AND ASSESSMENT,MAR 2023,2023,195,3,,,,,,397,10.1007/s10661-023-11003-4,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A Novel 3D Tree-Modeling Method of Incorporating Small-Scale Spatial Structure Parameters in a Heterogeneous Forest Environment,"Wang, Linlong; Zhang, Huaiqing; Zhang, Huacong; Yang, Tingdong; Zhang, Jing; Liu, Yang",,,,FORESTS,MAR 2023,2023,14,3,,,,,,639,10.3390/f14030639,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mercury Exposure and Habitat Fragmentation Affect the Movement, Foraging Behavior, and Search Efficiency of the Marsh Periwinkle (<i>Littorina irrorata</i>)","Krull, Marcos",,,,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,,2023,,,,,,,,,10.1002/etc.5545,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Combined roles for breeding synchrony, habitat and scale as predictors of extrapair paternity","Roeder, Diane V.; Husak, Michael S.; Murphy, Michael T.; Patten, Michael A.",,,,ANIMAL BEHAVIOUR,DEC 2022,2022,194,,,,,139,150,,10.1016/j.anbehav.2022.09.016,,,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Diversity and vertical distribution patterns of wildlife in Tianzhushan, Shaanxi Province, China","Sun, Yuting; Hu, Han; Gong, Congran; Yang, Dongdong; Su, Lina; Li, Peiwei; Li, Yinhu; Liu, Yan; Wu, Xiaomin; Zhang, Hongfeng",,,,BIODIVERSITY DATA JOURNAL,FEB 7 2022,2022,10,,,,,,,e79923,10.3897/BDJ.10.e79923,,,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Multisensor models for assessing recurrent fire compatibility with habitat recovery for a critically endangered species,"Sesnie, Steven E.; Johnson, Lacrecia; Yurcich, Emily; Sisk, Thomas D.; Goodwin, John; Chester, Rebecca",,,,REMOTE SENSING OF ENVIRONMENT,FEB 2022,2022,269,,,,,,,112824,10.1016/j.rse.2021.112824,,,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Beach profiling and ghost crab densities on a hawksbill turtle nesting beach in the Seychelles,"Gane, Julie A.; Downs, Colleen T.; Harris, Benjamin; Brown, Mark",,,,AFRICAN ZOOLOGY,OCT 2 2021,2021,56,4,,,,264,272,,10.1080/15627020.2021.2000341,,,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Simulating root distribution of plant individual with a three-dimensional model,"Ying, Zhixia; Liu, Yongjie; Shi, Chen; Lan, Zhichun; Zhang, Huan; Liu, Yizhen; Ge, Gang",,,,ECOLOGICAL MODELLING,SEP 1 2021,2021,455,,,,,,,109649,10.1016/j.ecolmodel.2021.109649,,,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Quantitative measures and 3D shell models reveal interactions between bands and their position on growing snail shells,"Jackson, Hannah J.; Larsson, Jenny; Davison, Angus",,,,ECOLOGY AND EVOLUTION,JUN 2021,2021,11,11,,,,6634,6648,,10.1002/ece3.7517,,,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Effects of <i>Bt</i> rice expressing Cry1Ac on ecological functional guilds and community of non-target insects,"Lee, Sue Yeon",,,,ENTOMOLOGICAL RESEARCH,APR 2021,2021,51,4,,,,196,205,,10.1111/1748-5967.12515,,,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Understorey to canopy vertebrate fauna of a lowland evergreen forest in Mt. Makiling Forest Reserve, Philippines","Gonzalez, Juan Carlos T.; de Guia, Anna Pauline O.; Dimalibot, Judeline C.; Pantua, Khryss V.; Gustilo, Whizvir O.; Bantayan, Nathaniel C.",,,,BIODIVERSITY DATA JOURNAL,NOV 3 2020,2020,8,,,,,,,e56999,10.3897/BDJ.8.e56999,,,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Application of ground-based lidar and gap intercept measurements to quantify a shrub configuration metric within Greater Sage-Grouse nesting habitat,"Zabihi, Khodarakhsh; Driese, Kenneth L.; Paige, Ginger B.; Hild, Ann K.",,,,WESTERN NORTH AMERICAN NATURALIST,JAN 2020,2020,79,4,,,,500,514,,10.3398/064.079.0404,,,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Vertical distribution of liverwort communities and their relationship with environmental factors in a karst sinkhole in south-western China,"Li, Chengyi; Zhang, Zhaohui; Li, Xiaofang; Wu, Jin; Wang, Zhihui",,,,JOURNAL OF NATURAL HISTORY,DEC 25 2019,2019,53,47-48,,,,2975,2989,,10.1080/00222933.2020.1759723,,,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Microhabitat use by <i>Rhipidomys mastacalis</i> and <i>Marmosops incanus</i> (Mammalia) in a restinga areas in north-eastern Brazil,"Calazans, Joseane De Faria; Bocchiglieri, Adriana",,,,AUSTRAL ECOLOGY,DEC 2019,2019,44,8,,,,1471,1477,,10.1111/aec.12821,,,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
